#SequenceID	AAtype	Start	Stop	Score
>YGL090W LIF1 SGDID:S000003058, Chr VII from 343319-344584, Genome Release 64-2-1, Verified ORF, "Component of the DNA ligase IV complex; this complex mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein"	S	322	418	57
>YGL090W LIF1 SGDID:S000003058, Chr VII from 343319-344584, Genome Release 64-2-1, Verified ORF, "Component of the DNA ligase IV complex; this complex mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein"	K	177	293	40
>YGL092W NUP145 SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	S	3	458	224
>YGL092W NUP145 SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	N	42	154	56
>YGL092W NUP145 SGDID:S000003060, Chr VII from 337906-341859, Genome Release 64-2-1, Verified ORF, "Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"	N	411	450	50
>YGL093W SPC105 SGDID:S000003061, Chr VII from 334886-337639, Genome Release 64-2-1, Verified ORF, "Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation"	S	24	397	76
>YGL093W SPC105 SGDID:S000003061, Chr VII from 334886-337639, Genome Release 64-2-1, Verified ORF, "Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation"	E	92	209	43
>YGL097W SRM1 SGDID:S000003065, Chr VII from 321782-323230, Genome Release 64-2-1, Verified ORF, "Nucleotide exchange factor for Gsp1p; localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p"	D	119	142	44
>YGL099W LSG1 SGDID:S000003067, Chr VII from 314631-316553, Genome Release 64-2-1, Verified ORF, "Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm"	E	273	315	45
>YGL105W ARC1 SGDID:S000003073, Chr VII from 307437-308567, Genome Release 64-2-1, Verified ORF, "Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"	K	131	205	82
>YGL108C YGL108C SGDID:S000003076, Chr VII from 304071-303649, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function, predicted to be palmitoylated; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress"	K	21	136	102
>YGL110C CUE3 SGDID:S000003078, Chr VII from 303411-301537, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"	K	489	615	92
>YGL110C CUE3 SGDID:S000003078, Chr VII from 303411-301537, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"	E	362	476	59
>YGL113W SLD3 SGDID:S000003081, Chr VII from 295932-297938, Genome Release 64-2-1, Verified ORF, "Protein involved in the initiation of DNA replication; required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p; localizes to nuclear foci that become diffuse upon DNA replication stress"	S	432	655	65
>YGL113W SLD3 SGDID:S000003081, Chr VII from 295932-297938, Genome Release 64-2-1, Verified ORF, "Protein involved in the initiation of DNA replication; required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p; localizes to nuclear foci that become diffuse upon DNA replication stress"	K	295	328	56
>YGL114W YGL114W SGDID:S000003082, Chr VII from 293460-295637, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters"	I	448	492	44
>YGL116W CDC20 SGDID:S000003084, Chr VII from 289809-291641, Genome Release 64-2-1, Verified ORF, "Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress"	S	3	132	72
>YGL119W COQ8 SGDID:S000003087, Chr VII from 284442-285947, Genome Release 64-2-1, Verified ORF, "Protein required for ubiquinone biosynthesis and respiratory growth; exhibits genetic interaction with COQ9, suggesting a common function; similar to prokaryotic proteins involved in early steps of ubiquinone biosynthesis; COQ8 has a paralog, YBR230W-A, that arose from the whole genome duplication"	S	30	117	41
>YGL120C PRP43 SGDID:S000003088, Chr VII from 283937-281634, Genome Release 64-2-1, reverse complement, Verified ORF, "RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2, U5, and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p"	K	732	767	47
>YGL122C NAB2 SGDID:S000003090, Chr VII from 280523-278946, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p; protein abundance increases in response to DNA replication stress"	Q	79	172	200
>YGL122C NAB2 SGDID:S000003090, Chr VII from 280523-278946, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p; protein abundance increases in response to DNA replication stress"	G	210	228	47
>YGL124C MON1 SGDID:S000003092, Chr VII from 276714-274780, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy, the CVT pathway and mitophagy; potential Cdc28 substrate"	S	62	147	42
>YGL133W ITC1 SGDID:S000003101, Chr VII from 257707-261501, Genome Release 64-2-1, Verified ORF, "Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog, YPL216W, that arose from the whole genome duplication"	K	265	359	88
>YGL133W ITC1 SGDID:S000003101, Chr VII from 257707-261501, Genome Release 64-2-1, Verified ORF, "Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog, YPL216W, that arose from the whole genome duplication"	E	589	661	65
>YGL133W ITC1 SGDID:S000003101, Chr VII from 257707-261501, Genome Release 64-2-1, Verified ORF, "Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog, YPL216W, that arose from the whole genome duplication"	N	279	364	60
>YGL133W ITC1 SGDID:S000003101, Chr VII from 257707-261501, Genome Release 64-2-1, Verified ORF, "Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog, YPL216W, that arose from the whole genome duplication"	E	1068	1162	59
>YGL134W PCL10 SGDID:S000003102, Chr VII from 255663-256964, Genome Release 64-2-1, Verified ORF, "Pho85p cyclin; recruits, activates, and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog, PCL8, that arose from the whole genome duplication"	S	44	245	50
>YGL137W SEC27 SGDID:S000003105, Chr VII from 249869-249886,250087-252738, Genome Release 64-2-1, Verified ORF, "Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP"	E	833	889	101
>YGL139W FLC3 SGDID:S000003107, Chr VII from 245716-248124, Genome Release 64-2-1, Verified ORF, "Putative FAD transporter, similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog, FLC1, that arose from the whole genome duplication"	S	628	788	57
>YGL140C YGL140C SGDID:S000003108, Chr VII from 245012-241353, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains"	S	1077	1202	50
>YGL140C YGL140C SGDID:S000003108, Chr VII from 245012-241353, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains"	S	551	614	46
>YGL140C YGL140C SGDID:S000003108, Chr VII from 245012-241353, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains"	D	975	991	42
>YGL141W HUL5 SGDID:S000003109, Chr VII from 238353-241085, Genome Release 64-2-1, Verified ORF, "Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD"	E	446	477	53
